"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description"
"s3397","Movie","ChuChuTV Surprise Eggs Learning Videos (English)","","","","""October 18",,"2019","TV-Y","61 min","Children & Family Movies"
"s3398","Movie","ChuChuTV Surprise Eggs Learning Videos (Hindi)","","","","""October 18",,"2019","TV-Y","34 min","Children & Family Movies"
"s3399","Movie","Eli","Ciarán Foy","""Charlie Shotwell"," Lili Taylor"," Kelly Reilly",," Sadie Sink"," Deneen Tyler"," Katia Gomez""","United States"
"s3400","Movie","In My Country","Frank Rajah Arase","""Sam Dede"," Bimbo Manuel"," Okawa Shaznay",," Austin Enabulele"," Precious Udoh""","","""October 18"
"s3401","TV Show","Interior Design Masters","","","United Kingdom","""October 18",,"2019","TV-PG","1 Season","""British TV Shows"
"s3402","TV Show","Little Baby Bum: Nursery Rhyme Friends","","""Chloe Marsden"," Aaron Marsden"," María Esnoz""",,"""October 18"," 2019""","2019","TV-Y"
"s3403","Movie","""Love"," Surreal and Odd""","Yılmaz Erdoğan","""Aylin Kontante"," Bülent Emrah Parlak",," Çağlar Çorumlu"," Fatih Artman"," Gupse Özay"," Serkan Keskin"
"s3404","TV Show","Mighty Little Bheem: Diwali","","""Samriddhi Shukla"," Nishka Raheja"," Arannya Kaur",," Rajesh Kava""","India","""October 18"," 2019"""
"s3405","TV Show","MONKART","","""Kim Jae-ha"," Kwon Ji-hye"," Lee Bo-hee",," Jung Yoon-jung"," Kim Bo-min"," Hong So-young"," Hong Bum-ki"
"s3406","Movie","Seventeen","Daniel Sánchez Arévalo","""Biel Montoro"," Nacho Sánchez"," Lola Cordón",," Chani Martín"," Iñigo Aranburu"," Kandido Uranga"," Javier Cifrián"
"s3407","TV Show","Spirit Riding Free: Pony Tales","","""Amber Frank"," Bailey Gambertoglio"," Sydney Park",," Gabriella Graves"," Duncan Joiner"," Nolan North""","United States"
"s3408","Movie","Tatu","Don Omope","""Rahama Sadau"," Sambasa Nzeribe"," Segun Arinze",," Desmond Elliot"," Funlola Aofiyebi"," Toyin Aimakhu"," Stephen Demian"
"s3409","Movie","Tell Me Who I Am","Ed Perkins","","United Kingdom","""October 18",,"2019","TV-MA","86 min","Documentaries"
"s3410","Movie","The Laundromat","Steven Soderbergh","""Meryl Streep"," Gary Oldman"," Antonio Banderas",," James Cromwell"," Jeffrey Wright"," Melissa Rauch"," Jeff Michalski"
"s3411","TV Show","Toon","","""Joep Vermolen"," Amy van der Weerden"," Loulou Hameleers",,"Netherlands","""October 18"," 2019""","2017"
"s3412","Movie","Up North","Tope Oshin","""Banky Wellington"," Rahama Sadau"," Kanayo O. Kanayo",," Michelle Dede"," Adesua Etomi"," Hilda Dokubo"," Akin Lewis"""
"s3413","Movie","Upstarts","Udai Singh Pawar","""Priyanshu Painyuli"," Chandrachoor Rai"," Shadab Kamal",," Sheetal Thakur"," Ninad Kamat"," Swati Semwal"," Eijaz Khan"""
"s3414","Movie","Verses of Love 2","Guntur Soeharjanto","""Fedi Nuril"," Tatjana Saphira"," Dewi Sandra",," Nur Fazura"," Pandji Pragiwaksono"," Arie Untung"," Bront Palarae"
"s3415","TV Show","Chosen","","""Lan Cheng-Lung"," Deng JiaJia"," Han Pengyi",," Jenny Zhou"," Paul He"," Nathaniel Kelly""","China"
"s3416","TV Show","THE UNLISTED","","""Vrund Rao"," Ved Rao"," Abigail Adriano",," Jean Hinchliffe"," Nya Cofie"," Saba Zaidi Abdi"," Nicholas Brown"
"s3417","TV Show","Another Miss Oh","","""Seo Hyun-jin"," Eric Moon"," Jeon Hye-bin",," Kim Ji-seok"," Lee Jae-yoon"," Lee Han-wi"," Kim Mee-kyeong"
"s3418","Movie","Ghosts of Sugar Land","Bassam Tariq","","United States","""October 16",,"2019","TV-MA","22 min","Documentaries"
"s3419","Movie","League of Legends Origins","Leslie Iwerks","","United States","""October 16",,"2019","TV-MA","78 min","Documentaries"
"s3420","Movie","Park Na-rae: Glamour Warning","Kim Joo-hyung","Park Na-rae","South Korea","""October 16",,"2019","TV-MA","63 min","Stand-Up Comedy"
"s3421","TV Show","Second 20s","","""Choi Ji-woo"," Lee Sang-yun"," Choi Won-young",," Son Na-eun"," Jung Soo-young"," Choi Yoon-so"," Park Hyo-ju"""
"s3422","Movie","Sinister 2","Ciarán Foy","""Shannyn Sossamon"," John Beasley"," James Ransone",," Robert Daniel Sloan"," Dartanian Sloan"," Lucas Jade Zumann"," Lea Coco"""
"s3423","Movie","The Game Changers","Louie Psihoyos","""Arnold Schwarzenegger"," Lewis Hamilton"," James Wilks",," Scott Jurek"," Nimai Delgado"," Morgan Mitchell"," Rip Esselstyn"
"s3424","TV Show","Black Money Love","Ahmet Katıksız","""Güler Ökten"," Hazal Türesan"," İlkin Tüfekçi",," Erkan Can"," Öykü Karayel"," Emre Kızılırmak"," Bestemsu Özdemir"
"s3425","Movie","""Martin Matte: La vie"," la mort...eh la la..!""","Jean-François Blais","Martin Matte","Canada",," 2019""","2019","TV-14","62 min"
"s3426","Movie","Street Flow","""Leïla Sy"," Kery James""","""Kery James"," Jammeh Diangana",," Bakary Diombera""","France","""October 13"," 2019"""
"s3427","TV Show","The Lies Within","","""Lee Min-ki"," Lee Yoo-young"," On Ju-wan",," Yun Jong-seok"," Kim Jong-soo"," Seo Hyun-woo"," Song Young-chang"
"s3428","Movie","Bygones Be Bygones","Hakan Algül","""Ata Demirer"," Tuvana Türkay"," Ülkü Duru",," Renan Bilek"," Seda Güven"," Toprak Sergen"," Ali Yoğurtçuoğlu"
"s3429","Movie","El Camino: A Breaking Bad Movie","Vince Gilligan","Aaron Paul","United States","""October 11",,"2019","TV-MA","123 min","""Dramas"
"s3430","Movie","Fractured","Brad Anderson","""Sam Worthington"," Lily Rabe"," Stephen Tobolowsky",," Lucy Capri"," Lauren Cochrane"," Shane Dean""","United States"
"s3431","TV Show","Insatiable","","""Dallas Roberts"," Debby Ryan"," Alyssa Milano",," Kimmy Shields"," Michael Provost"," Erinn Westbrook"," Daniel Kang"
"s3432","Movie","The Bling Lagosians","Bolanle Austen-Peters","""Gbenga Titiloye"," Elvina Ibru"," Sharon Ooja",," Monalisa Chinda"," Toyin Abraham"," Bisola Aiyeola"," Oladele Ogunlana"
"s3433","Movie","The Forest of Love","Sion Sono","""Kippei Shiina"," Shinnosuke Mitsushima"," Kyooko Hinami",," Young Dais"," Natsuki Kawamura"," Yuzuka Nakaya"," Dai Hasegawa"
"s3434","TV Show","The Hook Up Plan","","""Marc Ruchmann"," Zita Hanrot"," Sabrina Ouazani",," Syrus Shahidi"," Yvan Naubron"," Guillaume Labbé"," Tom Dingler"""
"s3435","Movie","The Influence","Dennis Rovira van Boekholt","""Manuela Vellés"," Maggie Civantos"," Alain Hernández",," Daniela Rubio"," Emma Suárez"," Ramón Esquinas"," Felipe García Vélez"
"s3436","TV Show","Beyblade Burst Turbo","","""Laura Stahl"," Billy Kametz"," Derek Stephen Prince",," Brandon Winckler"," Kimlinh Tran""","","""October 10"
"s3437","Movie","GEN HOSHINO STADIUM TOUR “POP VIRUS”","Naoto Amazutsumi","Gen Hoshino","","""October 10",,"2019","TV-14","154 min","""International Movies"
"s3438","TV Show","Ultramarine Magmell","","""Kengo Kawanishi"," M・A・O"," Toshiyuki Morikawa",," Satoshi Mikami"," Koji Yusa"," Hiroshi Yanaka"," Shiro Saito"
"s3439","Movie","After","Jenny Gage","""Josephine Langford"," Hero Fiennes Tiffin"," Selma Blair",," Shane Paul McGhie"," Pia Mia"," Khadijha Red Thunder"," Dylan Arnold"
"s3440","Movie","Home Is Where the Killer Is","Kaila York","""Stacy Haiduk"," Kelly Kruger"," Christopher Sean",," Beth Littleford"," John-Paul Lavoisier"," Kristoff St. John"," Pallavi Sastry"""
"s3441","TV Show","Rhythm + Flow","","""Cardi B"," Chance The Rapper"," T.I.""",,"""October 9"," 2019""","2019","TV-MA"
"s3442","Movie","Deon Cole: Cole Hearted","Ryan Polito","Deon Cole","United States","""October 8",,"2019","TV-MA","70 min","Stand-Up Comedy"
"s3443","Movie","The Spooky Tale of Captain Underpants Hack-a-ween","","""Nat Faxon"," Jay Gragnani"," Ramone Hamilton",," Dayci Brookshire"," Clancy Brown"," Jorge Diaz"," Peter Hastings"
"s3444","Movie","Love for Sale","Andibachtiar Yusuf","""Gading Marten"," Della Dartyan"," Rukman Rosadi",," Verdi Solaiman"," Adriano Qalbi"," Sabrina Rochelle Kalangie"," Rizky Mocil"""
"s3445","TV Show","Legend Quest: Masters of Myth","","""Johnny Rose"," Annemarie Blanco"," Paul Tei",," Chuck Morgan"," Jenna Lamia"," James Carrey""","Mexico"
"s3446","TV Show","My Country: The New Age","","""Yang Se-Jong"," Woo Do‑hwan"," Seolhyun",," Kim Young-chul"," In Gyo-jin"," Yu Oh-seong"," Ahn Nae-sang"""
"s3447","Movie","Noblemen","Vandana Kataria","""Ali Haji"," Kunal Kapoor"," Muskkaan Jaferi",," Ali Mir"," Shaan Grover"," M.K. Raina"," Ivan Rodrigues"""
"s3448","Movie","A Plastic Ocean","","Tanya Streeter","""United Kingdom"," Hong Kong""",," 2019""","2016","TV-14","100 min"
"s3449","Movie","Brother in Love","Onur Bilgetay","""Cem Gelinoğlu"," Melis Babadag"," Ege Kökenli",," Lale Başar"," Ali Erkazan"," Özlem Çakar"," Selen Domaç"
"s3450","TV Show","Creeped Out","","""Victoria Diamond"," William Romain"," Sydney Wade",," Daniel Ryan"," Robert Styles"," Rhys Gannon"," Maeve Larkin"
"s3451","Movie","In the Tall Grass","Vincenzo Natali","""Patrick Wilson"," Laysla De Oliveira"," Avery Whitted",," Rachel Wilson"," Will Buie Jr.""","""Canada"," United States"""
"s3452","Movie","Kids on the Block","Tugçe Soysop","""Selim Bayraktar"," Berat Efe Parlar"," Esat Polat Güler",," Dora Dalgıç"," Taha Sönmezisik"," Zeynep Ilgin Çelik"," Arda Taşarcan"
"s3453","TV Show","Peaky Blinders","","""Cillian Murphy"," Sam Neill"," Helen McCrory",," Iddo Goldberg"," Annabelle Wallis"," Sophie Rundle"," Tom Hardy"
"s3454","TV Show","Raising Dion","","""Alisha Wainwright"," Ja'Siah Young"," Jason Ritter",," Jazmyn Simon"," Ali Ahn"," Sammi Haney""","United States"
"s3455","TV Show","Rotten","","","United States","""October 4",,"2019","TV-MA","2 Seasons","""Docuseries"
"s3456","TV Show","Super Monsters","","""Elyse Maloway"," Vincent Tong"," Erin Matthews",," Alessandro Juliani"," Nicole Anthony"," Ian James Corlett"," Britt McKillip"
"s3457","Movie","Super Monsters: Vida's First Halloween","""Jacob Joice"," Steve Ball""","""Gigi Saul Guerrero"," Elyse Maloway",," Erin Mathews"," Andrea Libman"," Alessandro Juliani"," Nicole Anthony"
"s3458","TV Show","Seis Manos","","""Aislinn Derbez"," Mike Colter"," Jonny Cruz",," Vic Chao"," Danny Trejo""","United States","""October 3"
"s3459","TV Show","Living Undocumented","","","United States","""October 2",,"2019","TV-MA","1 Season","Docuseries"
"s3460","Movie","Ready to Mingle","Luis Javier Henaine","""Cassandra Ciangherotti"," Gabriela de la Garza"," Irán Castillo",," Flor Eduarda Gurrola"," Mariana Cabrera"," Juan Pablo Medina"," Pablo Cruz Guerrero"
"s3461","Movie","Salam - The First ****** Nobel Laureate","Anand Kamalakar","","United States","""October 2",,"2018","TV-PG","76 min","Documentaries"
"s3462","TV Show","Cheese in the Trap","Lee Yoon-jung","""Park Hae-Jin"," Kim Go-eun"," Seo Kang-jun",," Nam Joo-hyuk"," Park Min-ji"," Hwang Seog-jeong"," Son Byung-ho"
"s3463","TV Show","Chicago Typewriter","","""Yoo Ah-in"," Im Soo-jung"," Ko Kyoung-pyo",," Jo Woo-jin"," Yang Jin-sung"," Jeon Soo-kyeong"," Ji Dae-han"
"s3464","TV Show","College Romance","","""Manjot Singh"," Apoorva Arora"," Keshav Sadhna",," Hira Ashar"," Gagan Arora""","India","""October 1"
"s3465","TV Show","Engineering Girls","","""Barkha Singh"," Kritika Avasthi"," Sejal Kumar""",,"""October 1"," 2019""","2018","TV-MA"
"s3466","Movie","First Kiss","Roy Poortmans","""Vajèn van den Bosch"," Buddy Vedder"," Leontine Borsato",," Stijn Fransen"," Marije Zuurveld""","Netherlands","""October 1"
"s3467","TV Show","Girls Hostel","","""Srishti Shrivastava"," Parul Gulati"," Simran Natekar",," Shreya Mehta"," Gagan Arora"," Trupti Khamkar"," Khushbu Baid"""
"s3468","TV Show","Inmates","","""Kashyap Kapoor"," Ashish Verma"," Raghav Raj Kakker",," Akanksha Thakur""","India","""October 1"," 2019"""
"s3469","Movie","Limitless","Vrinda Samartha","","India","""October 1",,"2017","TV-PG","59 min","""Documentaries"
"s3470","Movie","Little Baby Bum: Go Buster","","","","""October 1",,"2019","TV-Y","58 min","Children & Family Movies"
"s3471","TV Show","Miniforce X","","","South Korea","""October 1",,"2018","TV-Y7","1 Season","""Kids' TV"
"s3472","Movie","Nikki Glaser: Bangin’","Nicholaus Goossen","Nikki Glaser","United States","""October 1",,"2019","TV-MA","64 min","Stand-Up Comedy"
"s3473","Movie","Rugrats in Paris: The Movie","""Stig Bergqvist"," Paul Demeyer""","""Elizabeth Daily"," Tara Strong",," Christine Cavanaugh"," Cree Summer"," Kath Soucie"," Michael Bell"
"s3474","TV Show","The K2","","""Ji Chang-wook"," Song Yoon-a"," Lim Yoona",," Kim Kap-soo"," Lee Jung-jin"," Son Tae-young"," Shin Dong-mi"""
"s3475","TV Show","The Liar and His Lover","","""Lee Hyun-woo"," Joy"," Lee Jung-jin",," Hong Seo-young"," Choi Min-soo"," Lim Ye-jin"," Jang Ki-yong"
"s3476","Movie","The Rugrats Movie","""Igor Kovalyov"," Norton Virgien""","""Elizabeth Daily"," Christine Cavanaugh",," Melanie Chartoff"," Phil Proctor"," Cree Summer"," Cheryl Chase"
"s3477","Movie","The Squid and the Whale","Noah Baumbach","""Jeff Daniels"," Laura Linney"," Jesse Eisenberg",," William Baldwin"," Halley Feiffer"," Anna Paquin"," Ken Leung"
"s3478","TV Show","Gotham","Danny Cannon","""Ben McKenzie"," Donal Logue"," Jada Pinkett Smith",," Sean Pertwee"," Camren Bicondova"," Robin Lord Taylor"," Cory Michael Smith"
"s3479","Movie","Mo Gilligan: Momentum","Chris Howe","Mo Gilligan","United Kingdom","""September 30",,"2019","TV-MA","64 min","Stand-Up Comedy"
"s3480","Movie","Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna","Mana Yasuda","","","""September 28",,"2019","TV-PG","45 min","""Documentaries"
"s3481","Movie","TUNA GIRL","Mana Yasuda","""Fuka Koshiba"," Tom Fujita"," Hidetoshi Hoshida",," Ryosuke Yusa"," Shuri Tanaka"," Chal Inoue"," Takashi Taniguchi"
"s3482","TV Show","Bard of Blood","","""Emraan Hashmi"," Viineet Kumar"," Sobhita Dhulipala",," Kirti Kulhari"," Sohum Shah"," Rajit Kapoor"," Danish Hussain"""
"s3483","Movie","Deliha 2","Gupse Özay","""Gupse Özay"," Eda Ece"," Aksel Bonfil",," Esin Eden"," Hülya Duyar"," Ali Çelik"," Mert Öner"""
"s3484","TV Show","El Marginal","","""Juan Minujín"," Martina Gusman"," Gerardo Romano",," Carlos Portaluppi"," Nicolás Furtado"," Cristina Banegas"," Abel Ayala"""
"s3485","Movie","In the Shadow of the Moon","Jim Mickle","""Boyd Holbrook"," Michael C. Hall"," Cleopatra Coleman",," Rudi Dharmalingam"," Rachel Keller""","""United States"," Canada"""
"s3486","Movie","Sturgill Simpson Presents Sound & Fury","""Jumpei Mizusaki"," Koji Morimoto"," Michael Arias"," Masaru Matsumoto",," Henry Thurlow"," Takanobu Mizuno"," Elsa Nakamichi"," Hajime Sasaki"
"s3487","Movie","Malaal","Mangesh Hadawale","""Meezaan Jaffrey"," Sharmin Segal"," Chinmaya Surve",," Sonal Jha"," Sanjay Gurbaxani"," Sameer Dharmadhikari"," Deepak Damle"""
"s3488","Movie","The Grandmaster","Wong Kar Wai","""Tony Leung Chiu-wai"," Zhang Ziyi"," Chang Chen",," Zhao Benshan"," Song Hye-kyo"," Wang Qingxiang"," Zhang Jin"
"s3489","TV Show","The Inmate","","""Ignacio Serricchio"," Ana Claudia Talancón"," Flavio Medina",," Mariana Seoane"," Guy Ecker"," Isabella Castillo"," Bradley Stryker"
"s3490","TV Show","Abstract: The Art of Design","","""Christoph Niemann"," Tinker Hatfield"," Es Devlin",," Paula Scher"," Platon"," Ilse Crawford"," Ralph Gilles"""
"s3491","Movie","Birders","Otilia Portillo Padua","","""United States"," Mexico""",," 2019""","2019","TV-G","38 min"
"s3492","TV Show","Glitch","","""Patrick Brammall"," Genevieve O'Reilly"," Emma Booth",," Ned Dennehy"," Sean Keenan"," Hannah Monson"," Aaron L. McGrath"
"s3493","Movie","Oh! Baby (Malayalam)","B. V. Nandini Reddy","""Samantha Ruth Prabhu"," Lakshmi"," Rajendraprasad",," Rao Ramesh"," Teja Sajja"," Pragathi"," Jagapathi Babu"
"s3494","Movie","Oh! Baby (Tamil)","B. V. Nandini Reddy","""Samantha Ruth Prabhu"," Lakshmi"," Rajendraprasad",," Rao Ramesh"," Teja Sajja"," Pragathi"," Jagapathi Babu"
"s3495","Movie","Inside Man: Most Wanted","Michael J. Bassett","""Aml Ameen"," Rhea Seehorn"," Roxanne McKee",," Akshay Kumar"," Tanya van Graan"," Andre Jacobs"," Sven Ruygrok"""
"s3496","Movie","Jeff Dunham: Beside Himself","Troy Miller","Jeff Dunham","United States","""September 24",,"2019","TV-MA","58 min","Stand-Up Comedy"
"s3497","Movie","Manmadhudu 2","Rahul Ravindran","""Nagarjuna Akkineni"," Rakul Preet Singh"," Lakshmi",," Vennela Kishore"," Jhansi"," Devadarshini Chetan"," Nishanti"""
"s3498","Movie","Under the Eiffel Tower","Archie Borders","""Matt Walsh"," Judith Godreche"," Reid Scott",," David Wain"," Gary Cole""","United States","""September 23"
"s3499","Movie","Do Paise Ki Dhoop Chaar Aane Ki Baarish","Deepti Naval","""Manisha Koirala"," Rajit Kapoor"," Sanaj Naval",," Suhaas Khandke"," Nassar Abdulla"," Saurabh Dubey"," Usha Jadhav"
"s3500","TV Show","Vagabond","","""Lee Seung-gi"," Bae Suzy"," Shin Sung-rok",," Baek Yoon-sik"," Moon Sung-keun"," Lee Gyoung-young"," Lee Ki-young"
"s3501","Movie","Between Two Ferns: The Movie","Scott Aukerman","""Zach Galifianakis"," Lauren Lapkus"," Ryan Gaul",," Will Ferrell""","United States","""September 20"," 2019"""
"s3502","TV Show","Criminal: France","","""Margot Bancilhon"," Laurent Lucas"," Stéphane Jobert",," Mhamed Arezki"," Sara Giraudeau"," Nathalie Baye"," Jérémie Renier"""
"s3503","TV Show","Criminal: Germany","","""Eva Meckbach"," Sylvester Groth"," Florence Kasumba",," Christian Berkel"," Nina Hoss"," Christian Kuchenbuch"," Jonathan Berlin"
"s3504","TV Show","Criminal: Spain","Mariano Barroso","""Emma Suárez"," Jorge Bosch"," Álvaro Cervantes",," Inma Cuesta"," Eduard Fernández"," María Morales"," José Ángel Egido"
"s3505","TV Show","Fastest Car","","","United States","""September 20",,"2019","TV-MA","2 Seasons","Reality TV"
"s3506","TV Show","Inside Bill's Brain: Decoding Bill Gates","","Bill Gates","United States","""September 20",,"2019","TV-14","1 Season","""Docuseries"
"s3507","TV Show","The Hockey Girls","""Kiko Cruz Claverol"," Patricia Font""","""Iria del Río"," Nora Navas",," Natàlia Barrientos"," Dèlia Brufau"," Yasmina Drissi Sales"," Júlia Gibert"
"s3508","Movie","Travel Mates 2","Bedran Güzel","""Oğuzhan Koç"," İbrahim Büyükak"," Ezgi Eyüboğlu",," Kadir Polatçi"," Aycan Koptur"," Bahar Şahin"," Kıvanç Baran Arslan"""
"s3509","Movie","True: Tricky Treat Day","","""Michela Luci"," Jamie Watson"," Eric Peterson",," Nicolas Aqui"," Cory Doran"," Julie Lemieux"," Derek McGrath"""
"s3510","Movie","Kabir Singh","Sandeep Reddy Vanga","""Shahid Kapoor"," Kiara Advani"," Suresh Oberoi",," Adil Hussain"," Nikita Dutta"," Kamini Kaushal"," Anurag Arora"""
"s3511","TV Show","When the Camellia Blooms","","""Kong Hyo-jin"," Kang Ha-neul"," Kim Ji-seok",," Yeom Hye-ran"," Son Dam-bi"," Ji E-su"," Go Du-sim"""
"s3512","Movie","Avengement","Jesse V. Johnson","""Scott Adkins"," Craig Fairbrass"," Thomas Turgoose",," Kierston Wareing"," Mark Strange"," Leo Gregory"," Luke LaFontaine"
"s3513","Movie","Sebastian Maniscalco: What's Wrong with People?","Manny Rodriguez","Sebastian Maniscalco","United States","""September 17",,"2012","TV-MA","76 min","Stand-Up Comedy"
"s3514","Movie","Los Tigres del Norte at Folsom Prison","Tom Donahue","Los Tigres del Norte","United States","""September 15",,"2019","TV-PG","64 min","""Documentaries"
"s3515","Movie","Steal a Pencil for Me","Michèle Ohayon","""Jack Polak"," Ina Soep""","United States",," 2019""","2006","TV-14","94 min"
"s3516","TV Show","Surviving R. Kelly","","R. Kelly","United States","""September 15",,"2019","TV-MA","1 Season","""Crime TV Shows"
"s3517","Movie","Oh! Baby","B. V. Nandini Reddy","""Samantha Ruth Prabhu"," Lakshmi"," Rajendraprasad",," Rao Ramesh"," Teja Sajja"," Pragathi"," Jagapathi Babu"
"s3518","Movie","The Crystal Calls Making the Dark Crystal: Age of Resistance","Randall Lobb","""Taron Egerton"," Natalie Dormer"," Simon Pegg",,"United States","""September 14"," 2019""","2019"
"s3519","Movie","""Hello"," Privilege. It's Me"," Chelsea""","Alex Stapleton","Chelsea Handler",,"""September 13"," 2019""","2019","TV-MA"
"s3520","TV Show","Kabaneri of the Iron Fortress: The Battle of Unato","","""Tasuku Hatanaka"," Sayaka Senbongi"," Maaya Uchida",," Kanae Oki"," Mariya Ise"," Ryota Osaka"," Kensuke Sato"
"s3521","Movie","Locked on You","Kıvanç Baruönü","""Ata Demirer"," Demet Akbağ"," Gonca Vuslateri",," Tarık Ünlüoğlu"," Erkan Can"," Hande Dane"," Ayten Uncuoğlu"
"s3522","TV Show","Marianne","","""Victoire Du Bois"," Lucie Boujenah"," Tiphaine Daviot",," Bellamine Abdelmalek"," Mehdi Meskar"," Alban Lenoir"," Mireille Herbstmeyer"
"s3523","Movie","Shanghai Fortress","Teng Huatao","""Lu Han"," Shu Qi"," Shi Liang",," Wang Gongliang"," Wang Sen"," Sun Jialing"," Vincent Matile"""
"s3524","Movie","Tall Girl","Nzingha Stewart","""Ava Michelle"," Griffin Gluck"," Sabrina Carpenter",," Luke Eisner"," Clara Wilsey"," Anjelika Washington"," Rico Paris"
"s3525","TV Show","Top Boy","","""Ashley Walters"," Kane Robinson"," Micheal Ward",," Simbiatu Ajikawo"," Lisa Dwan"," David Omoregie"," Jasmine Jobson"
"s3526","TV Show","Unbelievable","","""Toni Collette"," Merritt Wever"," Kaitlyn Dever",," Scott Lawrence"," Danielle Macdonald"," Austin Hébert"," Eric Lange"
"s3527","TV Show","The I-Land","","""Natalie Martinez"," Kate Bosworth"," Ronald Peet",," Alex Pettyfer"," Sibylla Deen"," Gilles Geary"," Anthony Lee Medina"
"s3528","TV Show","""The Mind"," Explained""","","Emma Stone","United States",," 2019""","2019","TV-14","1 Season"
"s3529","Movie","Bill Burr: Paper Tiger","Mike Binder","Bill Burr","""United States"," United Kingdom""",," 2019""","2019","TV-MA","67 min"
"s3530","Movie","Evelyn","Orlando von Einsiedel","","United Kingdom","""September 10",,"2019","TV-MA","96 min","""Documentaries"
"s3531","Movie","Article 15","Anubhav Sinha","""Ayushmann Khurrana"," Nassar"," Manoj Pahwa",," Isha Talwar"," Sayani Gupta"," Mohammed Zeeshan Ayyub"," Subhrajyoti Barat"
"s3532","Movie","Care of Kancharapalem","Maha Venkatesh","""Subba Rao Vepada"," Radha Bessy"," Kesava Karri",," Karthik Rathnam"," Praneetha Patnaik"," Mohan Bhagath"," Praveena Paruchuri"""
"s3533","Movie","Ee Nagaraniki Emaindi","Tharun Bhascker","""Vishwaksen Naidu"," Sushanth Reddy"," Abhinav Gomatam",," Anisha Ambrose"," Simran Choudhary""","India","""September 6"
"s3534","Movie","Kill Me If You Dare","Şenol Sönmez","""Murat Boz"," Seda Bakan"," Açelya Topaloğlu",," Seda Güven"," Yosi Mizrahi"," Dilşad Şimşek"," Ali Yoğurtçuoğlu"""
"s3535","TV Show","The Spy","","""Sacha Baron Cohen"," Noah Emmerich"," Hadar Ratzon Rotem",," Waleed Zuaiter"," Nassim Lyes""","France","""September 6"
"s3536","Movie","American Factory: A Conversation with the Obamas","","""President Barack Obama"," Michelle Obama"," Julia Reichert",,"United States","""September 5"," 2019""","2019"
"s3537","Movie","Saawan","Farhan Alam","""Karam Hussain"," Arif Bahlim"," Najiba Faiz",," Imran Aslam"," Daniyal Yousuf"," Sohail Malik"," Ali Hafiz"""
"s3538","Movie","Watchman","A. L. Vijay","""G.V. Prakash Kumar"," Samyuktha Hegde"," Suman",," Yogi Babu"," Munishkanth""","India","""September 4"
"s3539","Movie","Elena","Petra Costa","","""Brazil"," United States""",," 2019""","2012","TV-MA","81 min"
"s3540","TV Show","Loo Loo Kids: Johny & Friends Musical Adventures","","","","""September 1",,"2016","TV-Y","1 Season","Kids' TV"
"s3541","TV Show","Moving Art","","","United States","""September 1",,"2018","TV-G","3 Seasons","""Docuseries"
"s3542","TV Show","Naruto","Hayato Date","""Junko Takeuchi"," Chie Nakamura"," Noriaki Sugiyama",," Toshihiko Seki"," Hidekatsu Shibata"," Masako Katsuki"," Nana Mizuki"""
"s3543","Movie","Olmo & the Seagull","""Petra Costa"," Lea Glob""","""Olivia Corsini"," Sergio Nicolai",," Sylvain Jailloux"," Francis Ressort"," Pancho Garcia Aguirre"," Shaghayegh Beheshti"
"s3544","TV Show","Serial Killer with Piers Morgan","","Piers Morgan","United Kingdom","""September 1",,"2018","TV-14","1 Season","""British TV Shows"
"s3545","Movie","Spookley the Square Pumpkin","Bernie Denk","""Sonja Ball"," Craig Francis"," Rick Jones",," Holly Gauthier-Frankel"," Norman Groulx"," Terrence Scammell"," Bruce Dinsmore"
"s3546","Movie","Uncle Naji in UAE","Ahmed Zain","""Ibrahim Almeirasi"," Ahmed Saif"," Alia Almannai",," Mohamed Alkendi"," Tariq Almuhairi""","United Arab Emirates","""September 1"
"s3547","TV Show","Luo Bao Bei","","""Hana Burnett"," Natalia-Jade Jonathan"," Leo Tang",," Ching-He Huang"," Pik Sen Lim"," David Yip""","""China"
"s3548","Movie","Back to School","""Rémy Four"," Julien War""","""Ludovik"," Jérôme Niel",," Johann Dionnet"," Caroline Anglade"," Joséphine Draï"," Pauline Deshons"
"s3549","Movie","Feo pero sabroso","Fernando Ayllón","""Iván Marín"," Lina Cardona"," Carlos Barbosa",," Karine Amaya"," Fabiola Posada"," Nelson Polanía"," Andrea Carvajal"
"s3550","Movie","Mi amigo Alexis","Alejandro Fernández Almendras","""Luciano González"," Alexis Sánchez"," Daniel Muñoz",," Marco Baeza"," Manuela Oyarzún"," Camilo Carmona"," Alejandra Yañez"
"s3551","TV Show","Styling Hollywood","","""Jason Bolden"," Adair Curtis""","",," 2019""","2019","TV-14","1 Season"
"s3552","TV Show","The Dark Crystal: Age of Resistance","","""Taron Egerton"," Nathalie Emmanuel"," Anya Taylor-Joy",," Mark Hamill"," Simon Pegg"," Helena Bonham Carter"," Lena Headey"
"s3553","TV Show","The Good Bandit","","""Diego Vásquez"," Carolina Acevedo"," Norma Nivia",," Álvaro Bayona"," Katherine Porto"," Tiberio Cruz"," Felipe Calero"
"s3554","TV Show","True and the Rainbow Kingdom","","""Michela Luci"," Jamie Watson"," Anna Claire Bartlam",," Eric Peterson""","""United States"," Canada""","""August 30"
